date,score
2020-01-06,24.87
2020-01-13,18.16
2020-01-20,8.21
2020-01-27,7.96
2020-02-03,8.95
2020-02-10,8.21
2020-02-17,8.46
2020-02-24,8.95
2020-03-02,8.7
2020-03-09,8.21
2020-03-16,9.2
2020-03-23,7.46
2020-03-30,20.15
2020-04-06,19.65
2020-04-13,7.96
2020-04-20,8.21
2020-04-27,9.7
2020-05-04,18.4
2020-05-11,7.46
2020-05-18,7.71
2020-05-25,7.21
2020-06-01,7.21
2020-06-08,8.7
2020-06-15,7.71
2020-06-22,8.21
2020-06-29,7.46
2020-07-06,8.21
2020-07-13,7.46
2020-07-20,8.46
2020-07-27,7.96
2020-08-03,7.96
2021-01-04,12.44
2021-01-11,12.68
2021-01-18,12.93
2021-01-25,14.18
2021-02-01,16.17
2021-02-08,14.67
2021-02-15,14.18
2021-02-22,13.93
2021-03-01,24.87
2021-03-08,14.92
2021-03-15,13.68
2021-03-22,13.68
2021-03-29,13.93
2021-04-05,14.43
2021-04-12,14.43
2021-04-19,13.68
2021-04-26,14.67
2021-05-03,13.93
2021-05-10,13.43
2021-05-17,14.18
2021-05-24,14.43
2021-05-31,13.68
2021-06-07,13.68
2021-06-14,13.18
2021-06-21,13.43
2021-06-28,13.93
2021-07-05,14.18
2021-07-12,15.17
2021-07-19,19.15
2021-07-26,16.66
2021-08-02,18.04
2021-08-09,22.1
2021-08-16,14.88
2021-08-23,15.33
2021-08-30,24.8
2021-09-06,28.86
2021-09-13,18.04
2021-09-20,19.39
2021-09-27,20.29
2021-10-04,18.49
2021-10-11,24.35
2021-10-18,45.1
2021-10-25,18.94
2021-11-01,18.49
2021-11-08,22.55
2021-11-15,26.16
2021-11-22,23.9
2021-11-29,16.69
2021-12-06,14.88
2021-12-13,17.14
2021-12-20,19.84
2021-12-27,21.65
2022-01-03,13.98
2022-01-10,18.04
2022-01-17,22.1
2022-01-24,20.29
2022-01-31,22.1
2022-02-07,18.04
2022-02-14,21.0
2022-02-21,19.0
2022-02-28,21.0
2022-03-07,19.0
2022-03-14,19.0
2022-03-21,18.0
2022-03-28,19.0
2022-04-04,20.0
2022-04-11,19.0
2022-04-18,20.0
2022-04-25,20.0
2022-05-02,17.0
2022-05-09,100.0
2022-05-16,37.0
2022-05-23,27.0
2022-05-30,17.0
2022-06-06,19.0
2022-06-13,20.0
2022-06-20,18.0
2022-06-27,21.0
2022-07-04,22.0
2022-07-11,19.0
2022-07-18,20.0
2022-07-25,18.0
2022-08-01,18.0
2023-01-02,4.97
2023-01-09,8.21
2023-01-16,7.21
2023-01-23,4.73
2023-01-30,4.73
2023-02-06,5.72
2023-02-13,5.72
2023-02-20,5.72
2023-02-27,6.22
2023-03-06,5.72
2023-03-13,5.72
2023-03-20,7.46
2023-03-27,11.94
2023-04-03,6.47
2023-04-10,7.71
2023-04-17,6.47
2023-04-24,5.97
2023-05-01,9.45
2023-05-08,18.65
2023-05-15,8.46
2023-05-22,8.46
2023-05-29,6.72
2023-06-05,7.21
2023-06-12,8.21
2023-06-19,8.21
2023-06-26,7.21
2023-07-03,10.45
2023-07-10,8.7
2023-07-17,24.87
2023-07-24,15.92
2023-07-31,18.65
2023-08-07,9.66
2023-08-14,9.3
2023-08-21,7.51
2023-08-28,9.3
2023-09-04,9.3
2023-09-11,10.38
2023-09-18,35.78
2023-09-25,23.26
2023-10-02,18.61
2023-10-09,18.61
2023-10-16,12.88
2023-10-23,14.67
2023-10-30,12.52
2023-11-06,11.09
2023-11-13,17.18
2023-11-20,8.59
2023-11-27,5.73
2023-12-04,5.01
2023-12-11,7.51
2023-12-18,5.37
2023-12-25,5.73
2024-01-01,5.01
2024-01-08,5.73
2024-01-15,5.37
2024-01-22,6.44
2024-01-29,7.16
2024-02-05,6.44
2024-02-12,5.47
2024-02-19,9.39
2024-02-26,5.79
2024-03-04,5.47
