date,score
2022-01-03,27.2
2022-01-10,48.57
2022-01-17,37.4
2022-01-24,35.94
2022-01-31,38.86
2022-02-07,38.86
2022-02-14,36.91
2022-02-21,40.8
2022-02-28,35.94
2022-03-07,39.83
2022-03-14,41.77
2022-03-21,32.54
2022-03-28,39.83
2022-04-04,37.4
2022-04-11,40.8
2022-04-18,43.23
2022-04-25,44.2
2022-05-02,45.17
2022-05-09,44.2
2022-05-16,40.31
2022-05-23,35.46
2022-05-30,26.71
2022-06-06,28.17
2022-06-13,36.91
2022-06-20,33.03
2022-06-27,33.51
2022-07-04,22.83
2022-07-11,33.03
2022-07-18,33.03
2022-07-25,28.17
2022-08-01,23.8
2022-08-08,23.98
2022-08-15,26.47
2022-08-22,21.48
2022-08-29,30.97
2022-09-05,33.97
2022-09-12,25.98
2022-09-19,31.97
2022-09-26,35.97
2022-10-03,33.47
2022-10-10,38.96
2022-10-17,39.46
2022-10-24,44.96
2022-10-31,49.95
2022-11-07,37.96
2022-11-14,36.96
2022-11-21,33.97
2022-11-28,29.97
2022-12-05,35.47
2022-12-12,39.96
2022-12-19,30.47
2022-12-26,23.98
2023-01-02,21.48
2023-01-09,29.47
2023-01-16,31.47
2023-01-23,29.47
2023-01-30,34.97
2023-02-06,32.93
2023-02-13,30.9
2023-02-20,36.59
2023-02-27,35.37
2023-03-06,35.77
2023-03-13,37.81
2023-03-20,34.15
2023-03-27,35.77
2023-04-03,36.59
2023-04-10,34.55
2023-04-17,32.12
2023-04-24,37.81
2023-05-01,40.65
2023-05-08,39.43
2023-05-15,36.18
2023-05-22,23.58
2023-05-29,27.24
2023-06-05,24.8
2023-06-12,23.58
2023-06-19,22.77
2023-06-26,20.73
2023-07-03,22.36
2023-07-10,27.64
2023-07-17,31.71
2023-07-24,24.8
2023-07-31,25.2
2023-08-07,30.78
2023-08-14,23.94
2023-08-21,26.38
2023-08-28,21.99
2023-09-04,27.85
2023-09-11,29.31
2023-09-18,37.13
2023-09-25,37.62
2023-10-02,38.6
2023-10-09,38.11
2023-10-16,40.55
2023-10-23,44.95
2023-10-30,43.97
2023-11-06,35.66
2023-11-13,48.86
2023-11-20,34.2
2023-11-27,26.87
2023-12-04,40.06
2023-12-11,37.62
2023-12-18,40.55
2023-12-25,26.38
2024-01-01,21.5
2024-01-08,22.96
2024-01-15,21.5
2024-01-22,23.45
2024-01-29,37.13
2024-02-05,45.92
2024-02-12,40.43
2024-02-19,44.01
2024-02-26,35.31
2024-03-04,43.5
2024-03-11,51.18
2024-03-18,33.78
2024-03-25,41.45
2024-04-01,37.87
2024-04-08,44.01
2024-04-15,50.66
2024-04-22,43.5
2024-04-29,39.41
2024-05-06,33.78
2024-05-13,36.85
2024-05-20,31.22
2024-05-27,25.59
2024-06-03,25.59
2024-06-10,24.05
2024-06-17,20.98
2024-06-24,33.78
2024-07-01,22.52
2024-07-08,24.05
2024-07-15,29.17
2024-07-22,23.03
2024-07-29,26.1
2024-08-05,25.08
2024-08-12,21.7
2024-08-19,28.11
2024-08-26,22.19
2024-09-02,25.15
2024-09-09,25.64
2024-09-16,34.52
2024-09-23,34.02
2024-09-30,38.96
2024-10-07,35.5
2024-10-14,32.55
2024-10-21,32.55
2024-10-28,47.83
2024-11-04,38.46
2024-11-11,49.31
2024-11-18,46.85
2024-11-25,36.0
2024-12-02,34.02
2024-12-09,25.64
2024-12-16,29.59
2024-12-23,22.19
2024-12-30,16.27
2025-01-06,18.25
2025-01-13,20.22
2025-01-20,32.55
2025-01-27,23.67
2025-02-03,32.55
2025-02-10,26.24
2025-02-17,27.67
2025-02-24,26.72
2025-03-03,38.65
2025-03-10,39.12
2025-03-17,24.81
2025-03-24,22.42
2025-03-31,33.87
2025-04-07,36.74
2025-04-14,25.29
2025-04-21,32.92
2025-04-28,29.58
2025-05-05,27.67
2025-05-12,21.95
2025-05-19,25.76
2025-05-26,23.86
2025-06-02,22.42
2025-06-09,18.13
2025-06-16,33.87
2025-06-23,19.56
2025-06-30,22.9
2025-07-07,19.56
2025-07-14,24.81
2025-07-21,29.1
2025-07-28,36.26
2025-08-04,100.0
2025-08-11,26.0
2025-08-18,26.0
2025-08-25,21.0
2025-09-01,31.0
2025-09-08,23.0
2025-09-15,25.0
2025-09-22,25.0
2025-09-29,29.0
2025-10-06,33.0
2025-10-13,31.0
2025-10-20,25.0
2025-10-27,35.0
2025-11-03,54.0
2025-11-10,38.0
2025-11-17,51.0
2025-11-24,40.0
2025-12-01,68.0
2025-12-08,54.0
2025-12-15,49.0
2025-12-22,54.0
2025-12-29,45.0
2026-01-05,61.0
2026-01-12,40.0
2026-01-19,35.0
2026-01-26,39.0
2026-02-02,43.0
