date,score
2020-01-06,0.64
2020-01-13,1.0
2020-01-20,1.15
2020-01-27,1.02
2020-02-03,0.96
2020-02-10,1.18
2020-02-17,1.06
2020-02-24,0.99
2020-03-02,1.02
2020-03-09,0.94
2020-03-16,0.91
2020-03-23,0.73
2020-03-30,0.71
2020-04-06,0.8
2020-04-13,0.71
2020-04-20,0.73
2020-04-27,0.72
2020-05-04,0.83
2020-05-11,0.72
2020-05-18,0.74
2020-05-25,0.47
2020-06-01,0.41
2020-06-08,0.41
2020-06-15,0.42
2020-06-22,0.39
2020-06-29,0.44
2020-07-06,0.45
2020-07-13,0.41
2020-07-20,0.41
2020-07-27,0.42
2020-08-03,0.37
2020-08-10,0.49
2020-08-17,0.41
2020-08-24,0.42
2020-08-31,0.44
2020-09-07,0.5
2020-09-14,0.55
2020-09-21,0.69
2020-09-28,0.77
2020-10-05,0.66
2020-10-12,0.71
2020-10-19,0.65
2020-10-26,0.69
2020-11-02,0.72
2020-11-09,0.7
2020-11-16,0.7
2020-11-23,0.74
2020-11-30,0.57
2020-12-07,0.79
2020-12-14,0.75
2020-12-21,0.7
2020-12-28,0.36
2021-01-04,0.38
2021-01-11,0.62
2021-01-18,0.68
2021-01-25,0.65
2021-02-01,0.68
2021-02-08,0.7
2021-02-15,0.69
2021-02-22,0.59
2021-03-01,0.74
2021-03-08,0.79
2021-03-15,0.77
2021-03-22,0.67
2021-03-29,0.66
2021-04-05,0.56
2021-04-12,0.6
2021-04-19,0.59
2021-04-26,0.54
2021-05-03,0.57
2021-05-10,0.59
2021-05-17,0.55
2021-05-24,0.51
2021-05-31,0.45
2021-06-07,0.44
2021-06-14,0.43
2021-06-21,0.4
2021-06-28,0.35
2021-07-05,0.32
2021-07-12,0.36
2021-07-19,0.39
2021-07-26,0.32
2021-08-02,0.35
2021-08-09,0.31
2021-08-16,0.3
2021-08-23,0.34
2021-08-30,0.33
2021-09-06,0.42
2021-09-13,0.42
2021-09-20,0.45
2021-09-27,0.51
2021-10-04,0.57
2021-10-11,0.57
2021-10-18,0.54
2021-10-25,0.66
2021-11-01,0.68
2021-11-08,0.67
2021-11-15,0.71
2021-11-22,0.7
2021-11-29,0.56
2021-12-06,0.69
2021-12-13,0.73
2021-12-20,0.71
2021-12-27,0.3
2022-01-03,0.3
2022-01-10,0.57
2022-01-17,0.71
2022-01-24,0.79
2022-01-31,0.65
2022-02-07,0.72
2022-02-14,0.87
2022-02-21,0.81
2022-02-28,0.78
2022-03-07,0.8
2022-03-14,0.74
2022-03-21,0.68
2022-03-28,0.98
2022-04-04,1.07
2022-04-11,0.86
2022-04-18,0.76
2022-04-25,0.9
2022-05-02,0.96
2022-05-09,0.95
2022-05-16,0.85
2022-05-23,0.63
2022-05-30,0.56
2022-06-06,0.55
2022-06-13,0.47
2022-06-20,0.41
2022-06-27,0.41
2022-07-04,0.38
2022-07-11,0.43
2022-07-18,0.39
2022-07-25,0.31
2022-08-01,0.38
2022-08-08,0.35
2022-08-15,0.37
2022-08-22,0.4
2022-08-29,0.42
2022-09-05,0.43
2022-09-12,0.59
2022-09-19,0.61
2022-09-26,0.62
2022-10-03,0.67
2022-10-10,0.72
2022-10-17,0.73
2022-10-24,0.87
2022-10-31,0.93
2022-11-07,0.98
2022-11-14,0.95
2022-11-21,0.96
2022-11-28,0.93
2022-12-05,1.05
2022-12-12,1.05
2022-12-19,1.0
2022-12-26,0.51
2023-01-02,0.22
2023-01-09,0.84
2023-01-16,0.93
2023-01-23,0.91
2023-01-30,0.86
2023-02-06,0.97
2023-02-13,1.03
2023-02-20,0.96
2023-02-27,1.0
2023-03-06,0.99
2023-03-13,0.94
2023-03-20,0.84
2023-03-27,0.93
2023-04-03,0.85
2023-04-10,0.71
2023-04-17,0.81
2023-04-24,1.02
2023-05-01,0.82
2023-05-08,0.89
2023-05-15,0.69
2023-05-22,0.63
2023-05-29,0.52
2023-06-05,0.47
2023-06-12,0.43
2023-06-19,0.43
2023-06-26,0.36
2023-07-03,0.4
2023-07-10,0.35
2023-07-17,0.35
2023-07-24,0.37
2023-07-31,0.38
2023-08-07,0.4
2023-08-14,0.3
2023-08-21,0.42
2023-08-28,0.47
2023-09-04,0.53
2023-09-11,0.63
2023-09-18,0.68
2023-09-25,0.72
2023-10-02,0.78
2023-10-09,0.76
2023-10-16,0.85
2023-10-23,0.88
2023-10-30,0.97
2023-11-06,1.01
2023-11-13,0.97
2023-11-20,1.02
2023-11-27,0.9
2023-12-04,1.01
2023-12-11,1.08
2023-12-18,0.96
2023-12-25,0.72
2024-01-01,0.26
2024-01-08,0.7
2024-01-15,0.92
2024-01-22,0.91
2024-01-29,0.97
2024-02-05,1.17
2024-02-12,1.04
2024-02-19,1.08
2024-02-26,1.08
2024-03-04,1.0
2024-03-11,0.96
2024-03-18,1.0
2024-03-25,0.92
2024-04-01,0.79
2024-04-08,0.75
2024-04-15,0.83
2024-04-22,0.92
2024-04-29,0.79
2024-05-06,0.83
2024-05-13,0.87
2024-05-20,1.5
2024-05-27,0.75
2024-06-03,0.54
2024-06-10,0.54
2024-06-17,0.87
2024-06-24,0.71
2024-07-01,0.83
